"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","Metabolites","Compound.ID","Super.Class","Class","Sub.Class","KEGG","level","group"
"874.78459.1",0,1.69120323837996,0.584,0.175,0,"874.78459","TG(52:3)","HMDB0005384","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","C00422","*","pos"
"855.73940.2",2.73733728097983e-252,1.56781008417187,0.442,0.12,2.09953769451153e-249,"855.73940","Galactosylceramide (d44:2)","HMDB0010713","Lipids and lipid-like molecules","Sphingolipids","Glycosphingolipids",NA,"*","pos"
"277.08945.2",0,1.55857963154083,0.763,0.281,0,"277.08945","Galactosylglycerol;
(2R)-1-O-beta-D-Galactopyranosylglycerol","HMDB0006790;
HMDB0038664","Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Glycerolipids;
Glycerolipids","Glycosylglycerols;
Glycosylglycerols","C05401;
","*","pos"
"876.79943.2",3.83495615512889e-277,1.51745321459748,0.579,0.204,2.94141137098386e-274,"876.79943","Glycerol 2,3-di-(9Z-octadecenoate) 1-hexadecanoate;
TG(18:1(9Z)/16:0/18:1(9Z))","HMDB0031116;
HMDB0049741","Lipids and lipid-like molecules;
Unclassified","Glycerolipids;
Unclassified","Triradylcglycerols;
Unclassified",";
","*","pos"
"520.33933.2",0,1.51406109105394,0.965,0.626,0,"520.33933","GPC(18:2)","HMDB0010386","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,"*","pos"
"543.32537.2",2.60621273887003e-303,1.5054325005842,0.739,0.356,1.99896517071332e-300,"543.32537",NA,NA,NA,NA,NA,NA,NA,"pos"
"880.74362.1",4.06249015869781e-231,1.40613928519392,0.521,0.191,3.11592995172122e-228,"880.74362",NA,NA,NA,NA,NA,NA,NA,"pos"
"639.49580.2",3.97076845443419e-288,1.37590739521843,0.707,0.329,3.04557940455103e-285,"639.49580","DG(38:7)","HMDB0007150","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols",NA,"**","pos"
"615.49577.2",0,1.33505953194762,0.934,0.548,0,"615.49577","DG(36:5)","HMDB0007032","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols",NA,"**","pos"
"544.33772.1",0,1.29414290284152,0.88,0.541,0,"544.33772","LPC(18:1);
GPC(18:1)","HMDB0002815;
HMDB0061701","Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Glycerophospholipids;
Glycerophospholipids","Glycerophosphocholines;
Glycerophosphocholines",";
","**","pos"
"636.55572.2",7.45014624127763e-254,1.28453914444124,0.71,0.348,5.71426216705995e-251,"636.55572",NA,NA,NA,NA,NA,NA,NA,"pos"
"542.32171.1",0,1.28003499235707,0.997,0.841,0,"542.32171","1-Isopropyl-N-((6-methyl-2-oxo-4-propyl-1,2-dihydropyridin-3-yl)methyl)-6-(2-(4-methylpiperazin-1-yl)pyridin-4-yl)-1H-indazole-4-carboxamide","HMDB0252956","Organoheterocyclic compounds","Diazinanes","Piperazines",NA,"**","pos"
"879.73977.1",0,1.27702780790973,0.901,0.537,0,"879.73977","TG(54:6)","HMDB0005391","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","C00422","**","pos"
"617.51110.2",0,1.27169252167361,0.924,0.59,0,"617.51110","DG(34:1);
Diacylglycerol","HMDB0007021;
HMDB0242173","Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Glycerolipids;
Glycerolipids","Diradylglycerols;
Diradylglycerols",";
","**","pos"
"882.75888.1",4.34527323900473e-167,1.26212515323016,0.46,0.182,3.33282457431663e-164,"882.75888",NA,NA,NA,NA,NA,NA,NA,"pos"
"133.09727.1",0,1.24539020265409,0.926,0.519,0,"133.09727","Ornithine;
D-Ornithine","HMDB0000214;
HMDB0003374","Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C00077;
C00515","*","pos"
"169.09486.1",3.2683332027745e-166,1.20470800417216,0.356,0.105,2.50681156652804e-163,"169.09486","L-Lysine;
(3S)-3,6-Diaminohexanoate;
(3S,5S)-3,5-Diaminohexanoate","HMDB0000182;
HMDB0012114;
HMDB0012115","Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C00047;
C01142;
C01186","*","pos"
"130.08648.1",2.34154469304284e-292,1.16913237138875,0.771,0.389,1.79596477956386e-289,"130.08648","Pipecolic acid;
L-Pipecolic acid;
D-Pipecolic acid","HMDB0000070;
HMDB0000716;
HMDB0005960","Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C00408;
C00408;
","*","pos"
"642.51486.2",3.99198728301662e-226,1.16864291199834,0.703,0.382,3.06185424607375e-223,"642.51486",NA,NA,NA,NA,NA,NA,NA,"pos"
"881.75479.2",0,1.15058926734539,0.888,0.544,0,"881.75479","Glycerol 2,3-di-(9Z-octadecenoate) 1-hexadecanoate;
TG(18:1(9Z)/16:0/18:1(9Z))","HMDB0031116;
HMDB0049741","Lipids and lipid-like molecules;
Unclassified","Glycerolipids;
Unclassified","Triradylcglycerols;
Unclassified",";
","*","pos"
"902.81481.2",1.23027512946547e-115,1.14854678569682,0.346,0.132,9.43621024300013e-113,"902.81481","Tripetroselinin","HMDB0031108","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols",NA,"*","pos"
"905.75533.2",5.79725013007277e-191,1.1438770693922,0.634,0.335,4.44649084976581e-188,"905.75533","TG(56:7)","HMDB0005462","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","C00422","**","pos"
"638.57127.2",2.80193139316983e-142,1.12949430552385,0.515,0.247,2.14908137856126e-139,"638.57127","DG(36:2)","HMDB0007030","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols",NA,"*","pos"
"175.11892.1",0,1.12880302946975,1,0.964,0,"175.11892","L-Arginine;
D-Arginine","HMDB0000517;
HMDB0003416","Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C00062;
C00792","**","pos"
"871.71324.1",0,1.11546214994949,0.844,0.494,0,"871.71324","PA(48:1)","HMDB0115454","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates",NA,"**","pos"
"869.69840.2",3.28017002258672e-195,1.11285755162178,0.626,0.317,2.51589040732401e-192,"869.69840","Phosphatidate(48:2)","HMDB0115481","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates",NA,"**","pos"
"156.07692.1",2.19279061853423e-259,1.1087025921416,0.755,0.422,1.68187040441576e-256,"156.07692","L-Histidine","HMDB0000177","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","C00135","*","pos"
"644.53020.2",3.12273932750986e-123,1.05639698921288,0.491,0.25,2.39514106420006e-120,"644.53020",NA,NA,NA,NA,NA,NA,NA,"pos"
"379.28203.2",4.75815994569316e-233,1.02563376363736,0.87,0.594,3.64950867834665e-230,"379.28203","MG(18:1);
Stearoyllactic acid;
3-(2-Heptenyloxy)-2-hydroxypropyl undecanoate","HMDB0011536;
HMDB0033372;
HMDB0034031","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Glycerolipids;
Fatty Acyls;
Glycerolipids","Monoradylglycerols;
Fatty acid esters;
Diradylglycerols",";
;
","**","pos"
"872.71765.2",2.50176615474732e-101,1.02300033017923,0.38,0.174,1.9188546406912e-98,"872.71765",NA,NA,NA,NA,NA,NA,NA,"pos"
"147.11287.1",0,1.00439563173608,1,0.936,0,"147.11287","L-Lysine;
D-Lysine;
(3S)-3,6-Diaminohexanoate;
(3S,5S)-3,5-Diaminohexanoate","HMDB0000182;
HMDB0003405;
HMDB0012114;
HMDB0012115","Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C00047;
C00739;
C01142;
C01186","**","pos"
"632.47304",3.43746874673283e-140,1.00274907067897,0.562,0.308,2.63653852874408e-137,"632.47304",NA,NA,NA,NA,NA,NA,NA,"pos"
"176.12254",3.07326504995391e-119,0.997591871423908,0.182,0.036,2.35719429331465e-116,"176.12254",NA,NA,NA,NA,NA,NA,NA,"pos"
"906.75908.1",3.16116401839571e-77,0.99033443744068,0.252,0.097,2.42461280210951e-74,"906.75908",NA,NA,NA,NA,NA,NA,NA,"pos"
"641.51095.2",0,0.985565040928139,0.997,0.833,0,"641.51095","DG(38:6)","HMDB0007121","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols",NA,"**","pos"
"907.77040.2",5.89806030221454e-171,0.979773056068915,0.684,0.412,4.52381225179855e-168,"907.77040","Tripetroselinin","HMDB0031108","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols",NA,"*","pos"
"558.29587.1",5.8552024588026e-285,0.978878605822486,0.956,0.697,4.49094028590159e-282,"558.29587","GPC(18:2)","HMDB0010386","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,"**","pos"
"518.32118.1",8.55739991044489e-117,0.976487455239825,0.553,0.327,6.56352573131123e-114,"518.32118","GPC(16:0);
LPC(16:0)","HMDB0010382;
HMDB0240262","Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Glycerophospholipids;
Glycerophospholipids","Glycerophosphocholines;
Glycerophosphocholines","C04230;
","**","pos"
"893.69848",5.72569636821812e-154,0.971792892890216,0.609,0.347,4.3916091144233e-151,"893.69848","TG(52:4);
Glycerol 1,2-di-(9Z,12Z-octadecadienoate) 3-hexadecanoate;
Glycerol 1,3-di-(9Z,12Z-octadecadienoate) 2-hexadecanoate","HMDB0005363;
HMDB0031117;
HMDB0031118","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Glycerolipids;
Glycerolipids;
Glycerolipids","Triradylcglycerols;
Triradylcglycerols;
Triradylcglycerols","C00422;
;
","**","pos"
"443.24029.2",4.23832102041374e-118,0.957419199678053,0.544,0.29,3.25079222265734e-115,"443.24029","Dimethyl 3-methoxy-4-oxo-5-(8,11,14-pentadecatrienyl)-2-hexenedioate","HMDB0032099","Organic acids and derivatives","Keto acids and derivatives","Beta-keto acids and derivatives",NA,"*","pos"
"634.48891",4.08137837885766e-111,0.95238874156158,0.496,0.275,3.13041721658382e-108,"634.48891",NA,NA,NA,NA,NA,NA,NA,"pos"
"427.26646.2",9.44384466843646e-66,0.946016433809495,0.25,0.101,7.24342886069076e-63,"427.26646",NA,NA,NA,NA,NA,NA,NA,"pos"
"269.13570.2",1.32984327725853e-280,0.938552933786139,0.974,0.753,1.01998979365729e-277,"269.13570","Deoxyadenosine;
5'-Deoxyadenosine","HMDB0000101;
HMDB0001983","Nucleosides, nucleotides, and analogues;
Nucleosides, nucleotides, and analogues","Purine nucleosides;
5'-deoxyribonucleosides","Purine 2'-deoxyribonucleosides;
Unclassified","C00559;
C05198","**","pos"
"265.20375",1.22953680562242e-179,0.937669578800608,0.752,0.505,9.43054729912393e-177,"265.20375",NA,NA,NA,NA,NA,NA,NA,"pos"
"643.52660.2",0,0.932603912951667,0.966,0.767,0,"643.52660","DG(38:5)","HMDB0007119","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols",NA,"**","pos"
"197.10101",2.55711318157164e-99,0.889894008229759,0.15,0.029,1.96130581026544e-96,"197.10101","L-Arginine;
D-Arginine","HMDB0000517;
HMDB0003416","Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C00062;
C00792","*","pos"
"908.77451.2",1.14141272966518e-57,0.883513496323522,0.258,0.119,8.75463563653191e-55,"908.77451",NA,NA,NA,NA,NA,NA,NA,"pos"
"631.46967.1",0,0.862666524253126,0.984,0.793,0,"631.46967","cis-Uvariamicin IB;
Reticulatain 2;
cis-Uvariamicin IV;
Neoreticulatacin A","HMDB0032714;
HMDB0034302;
HMDB0034560;
HMDB0034924","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty alcohols;
Fatty alcohols;
Fatty alcohols;
Fatty alcohols",";
;
;
","**","pos"
"655.46930.1",3.60361734829167e-294,0.851693240001382,0.932,0.694,2.76397450613971e-291,"655.46930","FAHFA(O-36:20-36:20)","HMDB0112171","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,"**","pos"
"633.48493.1",0,0.850291755257328,0.972,0.778,0,"633.48493","DG(34:1)","HMDB0007021","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols",NA,"*","pos"
"656.47282.1",5.14186468476136e-64,0.836365879874056,0.356,0.195,3.94381021321196e-61,"656.47282","Sanchinoside B1;
Ginsenoside Rh1;
Ginsenoside F1","HMDB0037129;
HMDB0039554;
HMDB0039555","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Prenol lipids;
Prenol lipids;
Prenol lipids","Triterpenoids;
Triterpenoids;
Triterpenoids",";
;
","*","pos"
"552.26974.1",2.90282198255951e-55,0.826745401321165,0.183,0.067,2.22646446062314e-52,"552.26974",NA,NA,NA,NA,NA,NA,NA,"pos"
"377.26595.2",1.71840768881619e-268,0.800832992039737,0.999,0.884,1.31801869732202e-265,"377.26595","Gepirone;
Lavoltidine","HMDB0252698;
HMDB0254182","Organoheterocyclic compounds;
Organoheterocyclic compounds","Diazinanes;
Piperidines","Piperazines;
Benzylpiperidines",";
C11805","**","pos"
"327.22901.2",4.41020767419146e-48,0.792337616673419,0.25,0.122,3.38262928610485e-45,"327.22901","FA(20:4);
Cis-8,11,14,17-Eicosatetraenoic acid","HMDB0001043;
HMDB0002177","Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates","C00219;
","*","pos"
"285.10991.2",4.16316188683426e-206,0.78907895235384,0.906,0.667,3.19314516720188e-203,"285.10991","3-Hydroxydodecanedioic acid;
Dibutyl malate","HMDB0000413;
HMDB0031696","Organic acids and derivatives;
Organic acids and derivatives","Hydroxy acids and derivatives;
Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives;
Beta hydroxy acids and derivatives",";
","*","pos"
"116.07080.1",7.38068850102639e-189,0.787533177941232,0.794,0.555,5.66098808028724e-186,"116.07080","L-Proline;
D-Proline;
4-Amino-2-methylenebutanoic acid","HMDB0000162;
HMDB0003411;
HMDB0030409","Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C00148;
C00763;
","*","pos"
"265.11194.1",9.83430477056454e-57,0.78381401483172,0.291,0.147,7.542911759023e-54,"265.11194",NA,NA,NA,NA,NA,NA,NA,"pos"
"896.71735",1.13858293666235e-258,0.766800015898965,0.906,0.685,8.73293112420019e-256,"896.71735",NA,NA,NA,NA,NA,NA,NA,"pos"
"95.06069.1",8.89966394187329e-84,0.757114007747701,0.487,0.294,6.82604224341682e-81,"95.06069","Methylpyrazine","HMDB0033112","Organoheterocyclic compounds","Diazines","Pyrazines",NA,"*","pos"
"205.06005.1",9.15645167930344e-74,0.742326102793278,0.46,0.269,7.02299843802573e-71,"205.06005","Diisopropylphosphate","HMDB0251359","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","C03113","*","pos"
"919.71378",1.67551990071956e-101,0.727595418453243,0.623,0.429,1.28512376385191e-98,"919.71378","PS(44:1)","HMDB0112539","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines",NA,"**","pos"
"430.24348.1",1.12870284941704e-102,0.723212948117621,0.64,0.451,8.65715085502873e-100,"430.24348","5-(2,3-Dihydroxy-3-methylbutyl)-4-(3,4-epoxy-4-methylpentanoyl)-3,4-dihydroxy-2-isopentanoyl-2-cyclopenten-1-one;
Abscisic alcohol 11-glucoside","HMDB0030082;
HMDB0039636","Organic oxygen compounds;
Lipids and lipid-like molecules","Organooxygen compounds;
Prenol lipids","Carbonyl compounds;
Terpene glycosides",";
","*","pos"
"396.25931.1",9.92042037910636e-54,0.710747641393956,0.423,0.268,7.60896243077458e-51,"396.25931",NA,NA,NA,NA,NA,NA,NA,"pos"
"120.10201.2",7.47222516666426e-47,0.709019739656782,0.28,0.143,5.73119670283149e-44,"120.10201","N,N-Dimethylformamide dimethyl acetal","HMDB0255265","Organic acids and derivatives","Orthocarboxylic acid derivatives","Carboxylic acid amide acetals",NA,"**","pos"
"658.48852.1",6.40626350900486e-196,0.693505865415228,0.89,0.692,4.91360411140673e-193,"658.48852","DG(13:0/6 keto-PGF1alpha/0:0);
DG(6 keto-PGF1alpha/13:0/0:0);
DG(13:0/0:0/6 keto-PGF1alpha);
DG(6 keto-PGF1alpha/0:0/13:0);
DG(13:0/TXB2/0:0);
DG(TXB2/13:0/0:0);
DG(13:0/0:0/TXB2);
DG(TXB2/0:0/13:0);
DG(a-13:0/6 keto-PGF1alpha/0:0);
DG(6 keto-PGF1alpha/a-13:0/0:0);
DG(a-13:0/0:0/6 keto-PGF1alpha);
DG(6 keto-PGF1alpha/0:0/a-13:0);
DG(a-13:0/TXB2/0:0);
DG(TXB2/a-13:0/0:0);
DG(a-13:0/0:0/TXB2);
DG(TXB2/0:0/a-13:0);
DG(i-13:0/6 keto-PGF1alpha/0:0);
DG(6 keto-PGF1alpha/i-13:0/0:0);
DG(i-13:0/0:0/6 keto-PGF1alpha);
DG(6 keto-PGF1alpha/0:0/i-13:0);
DG(i-13:0/TXB2/0:0);
DG(TXB2/i-13:0/0:0);
DG(i-13:0/0:0/TXB2);
DG(TXB2/0:0/i-13:0)","HMDB0294877;
HMDB0294878;
HMDB0294879;
HMDB0294880;
HMDB0294897;
HMDB0294898;
HMDB0294899;
HMDB0294900;
HMDB0297327;
HMDB0297328;
HMDB0297329;
HMDB0297330;
HMDB0297347;
HMDB0297348;
HMDB0297349;
HMDB0297350;
HMDB0298573;
HMDB0298574;
HMDB0298575;
HMDB0298576;
HMDB0298593;
HMDB0298594;
HMDB0298595;
HMDB0298596","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified",";
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
","*","pos"
"895.71357",0,0.684606455398607,0.991,0.87,0,"895.71357","PA(48:0)","HMDB0115453","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates",NA,"**","pos"
"804.55058.2",3.1535445205599e-56,0.683314410218486,0.498,0.349,2.41876864726945e-53,"804.55058","PC(36:4)","HMDB0007889","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,"**","pos"
"898.73262",3.42867852611307e-178,0.671953903359884,0.851,0.654,2.62979642952873e-175,"898.73262",NA,NA,NA,NA,NA,NA,NA,"pos"
"899.73930",4.79069465340687e-34,0.637452774954012,0.343,0.236,3.67446279916307e-31,"899.73930",NA,NA,NA,NA,NA,NA,NA,"pos"
"657.48523.1",1.13741696125668e-305,0.632203980766267,0.997,0.904,8.72398809283874e-303,"657.48523","PA(34:3)","HMDB0011155","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","C15647","**","pos"
"897.72812",2.16831658040757e-295,0.622082427770765,0.97,0.853,1.6630988171726e-292,"897.72812","Glycerol 2,3-di-(9Z-octadecenoate) 1-hexadecanoate","HMDB0031116","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols",NA,"**","pos"
"501.08631.1",1.29988355972381e-29,0.617603489211546,0.214,0.119,9.97010690308163e-27,"501.08631",NA,NA,NA,NA,NA,NA,NA,"pos"
"395.25625.1",1.07072308870697e-226,0.617107315619901,0.997,0.903,8.21244609038247e-224,"395.25625","LPA(16:1)","HMDB0011154","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","C15646","**","pos"
"193.06270.2",5.3554165055901e-129,0.613209932197246,0.833,0.642,4.10760445978761e-126,"193.06270","Methyl beta-naphthyl ketone;
2-Biphenylol","HMDB0032412;
HMDB0032582","Benzenoids;
Benzenoids","Naphthalenes;
Benzene and substituted derivatives","Unclassified;
Biphenyls and derivatives",";
C02499","**","pos"
"394.24382.1",9.40704968365073e-86,0.610670727099281,0.7,0.513,7.21520710736011e-83,"394.24382",NA,NA,NA,NA,NA,NA,NA,"pos"
"920.71746",1.12265223644799e-25,0.604548552773218,0.243,0.154,8.61074265355609e-23,"920.71746",NA,NA,NA,NA,NA,NA,NA,"pos"
"195.06271.1",1.22785658849881e-35,0.604456369346833,0.366,0.246,9.41766003378588e-33,"195.06271","Sulforaphane","HMDB0005792","Organosulfur compounds","Sulfoxides","Unclassified",NA,"**","pos"
"291.07003",2.89281381881784e-281,0.602986095445073,0.984,0.869,2.21878819903328e-278,"291.07003","Inosine;
Allopurinol riboside;
Arabinosylhypoxanthine","HMDB0000195;
HMDB0000481;
HMDB0003040","Nucleosides, nucleotides, and analogues;
Nucleosides, nucleotides, and analogues;
Nucleosides, nucleotides, and analogues","Purine nucleosides;
Pyrazolo[3,4-d]pyrimidine glycosides;
Purine nucleosides","Unclassified;
Unclassified;
Unclassified","C00294;
;
","*","pos"
"169.05850",3.07625528585715e-191,0.600492166691095,0.895,0.735,2.35948780425243e-188,"169.05850","L-Glutamine;
Ureidoisobutyric acid;
D-Glutamine","HMDB0000641;
HMDB0002031;
HMDB0003423","Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Organic carbonic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Ureas;
Amino acids, peptides, and analogues","C00064;
C05100;
C00819","*","pos"
"208.08158.2",4.4038386756844e-152,0.599122665099988,0.899,0.714,3.37774426424993e-149,"208.08158","2-Hydroxy-2-(2-oxopropyl)butanedioic acid","HMDB0059927","Organic acids and derivatives","Keto acids and derivatives","Medium-chain keto acids and derivatives",NA,"*","pos"
"223.10945.1",1.29796423098562e-30,0.591343933912645,0.31,0.205,9.95538565165969e-28,"223.10945","(Z)-3-Methyl-3-decenoic acid;
(Z)-3-Methyl-4-decenoic acid;
trans-2-Hexyl-1-cyclopropaneacetic acid;
6-Methyl-5-hepten-2-one propyleneglycol acetal;
cis-3-Octenyl propionate;
Undecylenic acid;
5-Octenyl propanoate;
2-Propenyl octanoate","HMDB0031062;
HMDB0031063;
HMDB0031087;
HMDB0032404;
HMDB0032453;
HMDB0033724;
HMDB0038906;
HMDB0040593","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organic acids and derivatives;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Carboxylic acids and derivatives;
Organooxygen compounds;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates;
Carboxylic acids;
Ethers;
Fatty alcohol esters;
Fatty acids and conjugates;
Fatty alcohol esters;
Fatty acid esters",";
;
;
;
;
C13910;
;
","*","pos"
"112.08705.1",4.01976778739764e-303,0.588498059758932,0.997,0.956,3.08316189293399e-300,"112.08705","Histamine","HMDB0000870","Organic nitrogen compounds","Organonitrogen compounds","Amines","C00388","**","pos"
"530.28754.1",3.7780565841823e-33,0.585313172190888,0.11,0.039,2.89776940006782e-30,"530.28754","Adosterol (incomplete stereochemistry);
Iodocholesterol;
(8S,9S,10R,13R,14S,17R)-3-Iodo-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-1,2,4,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-ol","HMDB0248022;
HMDB0253523;
HMDB0260188","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Steroids and steroid derivatives;
Steroids and steroid derivatives;
Steroids and steroid derivatives","Cholestane steroids;
Cholestane steroids;
Cholestane steroids",";
;
","*","pos"
"181.06253.1",1.0649980796416e-60,0.584364010427844,0.585,0.424,8.16853527085108e-58,"181.06253","4-ene-Valproic acid;
(3Z)-2-Propylpent-3-enoic acid;
(3E)-2-Propylpent-3-enoic acid;
Cyclohexaneacetic acid;
cis-5-Octenoic acid","HMDB0013897;
HMDB0013903;
HMDB0013904;
HMDB0031403;
HMDB0032207","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organic acids and derivatives;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Carboxylic acids and derivatives;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Carboxylic acids;
Fatty acids and conjugates","C16648;
C16654;
;
;
","*","pos"
"261.10966.1",2.60192339770246e-64,0.579862067543187,0.575,0.441,1.99567524603779e-61,"261.10966","2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione","HMDB0033191","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,"*","pos"
"659.50062.1",6.36023565908484e-219,0.574965954955729,0.984,0.858,4.87830075051807e-216,"659.50062","DG(36:2);
1,2-Dioleoyl-rac-glycerol;
9-Octadecenoic acid (9Z)-, diester with 1,2,3-propanetriol","HMDB0007030;
HMDB0244087;
HMDB0252852","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Glycerolipids;
Glycerolipids;
Glycerolipids","Diradylglycerols;
Diradylglycerols;
Diradylglycerols",";
;
","**","pos"
"147.07650",3.15161403365077e-32,0.573787038435052,0.161,0.074,2.41728796381014e-29,"147.07650","L-Glutamine;
Ureidoisobutyric acid;
D-Glutamine","HMDB0000641;
HMDB0002031;
HMDB0003423","Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Organic carbonic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Ureas;
Amino acids, peptides, and analogues","C00064;
C05100;
C00819","*","pos"
