	proteomics	transcriptome	color	pathway
gobp_phosphatidylinositol_metabolic_process	-0.917367057	-3.171576358	others	gobp_phosphatidylinositol_metabolic_process
gobp_phosphatidylinositol_phosphate_biosynthetic_process	-1.019209709	-2.956198556	others	gobp_phosphatidylinositol_phosphate_biosynthetic_process
gobp_phosphatidylserine_acyl_chain_remodeling	1.741574994	-1.199669361	others	gobp_phosphatidylserine_acyl_chain_remodeling
gobp_phosphatidylserine_exposure_on_apoptotic_cell_surface	1.120238161	5.926664218	others	gobp_phosphatidylserine_exposure_on_apoptotic_cell_surface
gobp_phosphatidylserine_metabolic_process	3.195925229	0.869337584	others	gobp_phosphatidylserine_metabolic_process
gobp_phospholipase_c_activating_dopamine_receptor_signaling_pathway	-2.039979057	-3.880998346	others	gobp_phospholipase_c_activating_dopamine_receptor_signaling_pathway
gobp_phospholipase_c_activating_g_protein_coupled_receptor_signaling_pathway	-2.344920536	-3.495474813	others	gobp_phospholipase_c_activating_g_protein_coupled_receptor_signaling_pathway
gobp_phospholipid_biosynthetic_process	0.67556567	-2.302311116	others	gobp_phospholipid_biosynthetic_process
gobp_phospholipid_catabolic_process	0.522374442	3.499281124	others	gobp_phospholipid_catabolic_process
gobp_phospholipid_dephosphorylation	-2.300827179	-2.31693771	others	gobp_phospholipid_dephosphorylation
gobp_phospholipid_efflux	-1.077714543	5.179533812	others	gobp_phospholipid_efflux
gobp_phospholipid_homeostasis	-0.235923485	1.933155774	others	gobp_phospholipid_homeostasis
gobp_phospholipid_metabolic_process	0.5507706	-1.009923327	others	gobp_phospholipid_metabolic_process
gobp_phospholipid_transport	0.570410747	1.929245713	others	gobp_phospholipid_transport
gobp_phosphorylation	-0.87466279	-2.47452279	others	gobp_phosphorylation
gobp_phosphorylation_of_rna_polymerase_ii_c_terminal_domain	1.123647195	1.763396044	others	gobp_phosphorylation_of_rna_polymerase_ii_c_terminal_domain
gobp_photoperiodism	0.77813674	-3.313447608	others	gobp_photoperiodism
gobp_photoreceptor_cell_development	-0.44904414	1.97726703	others	gobp_photoreceptor_cell_development
gobp_photoreceptor_cell_differentiation	-0.270453578	1.045741206	others	gobp_photoreceptor_cell_differentiation
gobp_photoreceptor_cell_maintenance	1.743670425	0.688418829	others	gobp_photoreceptor_cell_maintenance
gobp_photoreceptor_cell_outer_segment_organization	0.63584405	3.068139987	others	gobp_photoreceptor_cell_outer_segment_organization
gobp_phototransduction	-0.133626914	1.825220273	others	gobp_phototransduction
gobp_phototransduction_visible_light	-0.651973754	-1.44158317	others	gobp_phototransduction_visible_light
gobp_physiological_cardiac_muscle_hypertrophy	-0.189500747	-2.405353744	others	gobp_physiological_cardiac_muscle_hypertrophy
gobp_piecemeal_microautophagy_of_the_nucleus	0.432853063	-0.372167274	others	gobp_piecemeal_microautophagy_of_the_nucleus
gobp_pigment_accumulation	2.074137006	0.78698111	others	gobp_pigment_accumulation
gobp_pigment_biosynthetic_process	-0.0001595	1.419606823	others	gobp_pigment_biosynthetic_process
gobp_pigment_cell_differentiation	2.384412595	-4.454789803	others	gobp_pigment_cell_differentiation
gobp_pigment_granule_localization	1.172605557	2.43777359	others	gobp_pigment_granule_localization
gobp_pigment_granule_maturation	2.074137006	3.472598634	others	gobp_pigment_granule_maturation
gobp_pigment_granule_organization	1.036749739	3.450168366	others	gobp_pigment_granule_organization
gobp_pigment_metabolic_process	-0.32017286	1.698733838	others	gobp_pigment_metabolic_process
gobp_pigmentation	1.887776422	-3.26375115	others	gobp_pigmentation
gobp_pinocytosis	-0.899970422	2.679381464	others	gobp_pinocytosis
gobp_pituitary_gland_development	-0.524979707	-5.340514326	others	gobp_pituitary_gland_development
gobp_placenta_blood_vessel_development	-0.225748994	-6.699592663	others	gobp_placenta_blood_vessel_development
gobp_placenta_development	-0.334118629	-4.433512522	others	gobp_placenta_development
gobp_planar_cell_polarity_pathway_involved_in_axis_elongation	-1.106173172	-3.071792214	others	gobp_planar_cell_polarity_pathway_involved_in_axis_elongation
gobp_planar_cell_polarity_pathway_involved_in_neural_tube_closure	0.172260895	-3.298266084	others	gobp_planar_cell_polarity_pathway_involved_in_neural_tube_closure
gobp_plasma_cell_differentiation	0.505024443	-0.716944067	others	gobp_plasma_cell_differentiation
gobp_plasma_lipoprotein_particle_clearance	-0.259962955	2.010715946	others	gobp_plasma_lipoprotein_particle_clearance
gobp_plasma_membrane_fusion	-3.618172528	-5.101518581	others	gobp_plasma_membrane_fusion
gobp_plasma_membrane_organization	-0.499319125	-3.483643907	others	gobp_plasma_membrane_organization
gobp_plasma_membrane_phospholipid_scrambling	0.194698847	1.090517694	others	gobp_plasma_membrane_phospholipid_scrambling
gobp_plasma_membrane_raft_assembly	-1.590305676	-3.177228705	others	gobp_plasma_membrane_raft_assembly
gobp_plasma_membrane_raft_organization	-1.154173661	-1.242766628	others	gobp_plasma_membrane_raft_organization
gobp_plasma_membrane_repair	1.01054043	-0.925240354	others	gobp_plasma_membrane_repair
gobp_plasma_membrane_to_endosome_transport	-0.60476073	-2.397389691	others	gobp_plasma_membrane_to_endosome_transport
gobp_plasma_membrane_tubulation	-1.545667706	-4.328298244	others	gobp_plasma_membrane_tubulation
gobp_plasminogen_activation	-2.38847365	0.989429427	others	gobp_plasminogen_activation
gobp_platelet_activating_factor_metabolic_process	1.125862026	2.464745876	others	gobp_platelet_activating_factor_metabolic_process
gobp_platelet_activation	-0.036239583	-1.077960926	others	gobp_platelet_activation
gobp_platelet_aggregation	-1.253389105	-0.205699504	others	gobp_platelet_aggregation
gobp_platelet_degranulation	0.205100254	1.581790888	others	gobp_platelet_degranulation
gobp_platelet_dense_granule_organization	1.726437703	-0.339705536	others	gobp_platelet_dense_granule_organization
gobp_platelet_derived_growth_factor_receptor_alpha_signaling_pathway	-2.917293778	-2.63140294	others	gobp_platelet_derived_growth_factor_receptor_alpha_signaling_pathway
gobp_platelet_derived_growth_factor_receptor_beta_signaling_pathway	-2.437074091	-6.350816793	others	gobp_platelet_derived_growth_factor_receptor_beta_signaling_pathway
gobp_platelet_derived_growth_factor_receptor_signaling_pathway	-3.944890554	-7.030738752	others	gobp_platelet_derived_growth_factor_receptor_signaling_pathway
gobp_platelet_morphogenesis	2.546492585	0.613878674	others	gobp_platelet_morphogenesis
gobp_plus_end_directed_organelle_transport_along_microtubule	0.07706743	-1.217280082	others	gobp_plus_end_directed_organelle_transport_along_microtubule
gobp_pml_body_organization	0.31440138	-1.957015976	others	gobp_pml_body_organization
gobp_podosome_assembly	1.537014487	1.910977236	others	gobp_podosome_assembly
gobp_pointed_end_actin_filament_capping	-1.955488017	-7.356866787	others	gobp_pointed_end_actin_filament_capping
gobp_polarized_epithelial_cell_differentiation	0.431231723	-2.258251806	others	gobp_polarized_epithelial_cell_differentiation
gobp_poly_a_plus_mrna_export_from_nucleus	1.318495344	-0.851353653	others	gobp_poly_a_plus_mrna_export_from_nucleus
gobp_poly_n_acetyllactosamine_metabolic_process	1.946775253	-1.858416933	others	gobp_poly_n_acetyllactosamine_metabolic_process
gobp_polyadenylation_dependent_rna_catabolic_process	1.268752552	0.435405623	others	gobp_polyadenylation_dependent_rna_catabolic_process
gobp_polyadenylation_dependent_snorna_3_end_processing	1.140560962	0.719777371	others	gobp_polyadenylation_dependent_snorna_3_end_processing
gobp_polyamine_biosynthetic_process	0.11992524	-1.466909234	others	gobp_polyamine_biosynthetic_process
gobp_polyamine_metabolic_process	0.398438494	-1.432488335	others	gobp_polyamine_metabolic_process
gobp_polyamine_transport	0.797998102	-0.871439659	others	gobp_polyamine_transport
gobp_polyketide_metabolic_process	1.356232155	1.21833725	others	gobp_polyketide_metabolic_process
gobp_polyol_biosynthetic_process	-0.453122085	0.640797392	others	gobp_polyol_biosynthetic_process
gobp_polyol_catabolic_process	-0.516607058	-2.329046445	others	gobp_polyol_catabolic_process
gobp_polyol_metabolic_process	-0.893231679	-0.03199097	others	gobp_polyol_metabolic_process
gobp_polyol_transport	-1.11793995	-1.970743983	others	gobp_polyol_transport
gobp_polyprenol_metabolic_process	3.06872997	2.570315763	others	gobp_polyprenol_metabolic_process
gobp_polysaccharide_biosynthetic_process	-0.541139348	-3.234492952	others	gobp_polysaccharide_biosynthetic_process
gobp_polysaccharide_catabolic_process	0.883696367	2.970405739	others	gobp_polysaccharide_catabolic_process
gobp_polysaccharide_metabolic_process	0.262542264	-2.385195676	others	gobp_polysaccharide_metabolic_process
gobp_pons_development	0.59593366	2.120930637	others	gobp_pons_development
gobp_pore_complex_assembly	0.660695146	4.533331474	others	gobp_pore_complex_assembly
gobp_porphyrin_containing_compound_metabolic_process	-0.198993517	2.75343655	others	gobp_porphyrin_containing_compound_metabolic_process
gobp_positive_chemotaxis	-0.753901846	-3.31145979	others	gobp_positive_chemotaxis
gobp_positive_regulation_by_host_of_viral_genome_replication	3.088276088	-0.39328109	others	gobp_positive_regulation_by_host_of_viral_genome_replication
gobp_positive_regulation_by_host_of_viral_process	2.620853174	2.427969482	others	gobp_positive_regulation_by_host_of_viral_process
gobp_positive_regulation_by_host_of_viral_transcription	1.032792568	-1.707090106	others	gobp_positive_regulation_by_host_of_viral_transcription
gobp_positive_regulation_by_symbiont_of_entry_into_host	2.690300014	2.147167207	others	gobp_positive_regulation_by_symbiont_of_entry_into_host
gobp_positive_regulation_of_3_utr_mediated_mrna_stabilization	1.681371421	2.452150692	others	gobp_positive_regulation_of_3_utr_mediated_mrna_stabilization
gobp_positive_regulation_of_acrosome_reaction	-2.589817268	-5.236913549	others	gobp_positive_regulation_of_acrosome_reaction
gobp_positive_regulation_of_actin_cytoskeleton_reorganization	1.328900425	-5.054806383	others	gobp_positive_regulation_of_actin_cytoskeleton_reorganization
gobp_positive_regulation_of_actin_filament_bundle_assembly	-2.633449608	-6.442515245	others	gobp_positive_regulation_of_actin_filament_bundle_assembly
gobp_positive_regulation_of_actin_filament_depolymerization	2.319578129	-0.31735751	others	gobp_positive_regulation_of_actin_filament_depolymerization
gobp_positive_regulation_of_actin_filament_polymerization	1.422084205	-1.925069539	others	gobp_positive_regulation_of_actin_filament_polymerization
gobp_positive_regulation_of_actin_nucleation	1.105523186	-0.593570803	others	gobp_positive_regulation_of_actin_nucleation
gobp_positive_regulation_of_action_potential	-0.679954278	-1.657898496	others	gobp_positive_regulation_of_action_potential
gobp_positive_regulation_of_activated_t_cell_proliferation	2.485929734	2.160264144	others	gobp_positive_regulation_of_activated_t_cell_proliferation
gobp_positive_regulation_of_activin_receptor_signaling_pathway	-0.231154884	-2.489513459	others	gobp_positive_regulation_of_activin_receptor_signaling_pathway
gobp_positive_regulation_of_acute_inflammatory_response	-0.897356626	1.770628215	others	gobp_positive_regulation_of_acute_inflammatory_response
gobp_positive_regulation_of_acute_inflammatory_response_to_antigenic_stimulus	0.558027387	4.458675773	others	gobp_positive_regulation_of_acute_inflammatory_response_to_antigenic_stimulus
gobp_positive_regulation_of_adaptive_immune_response	2.666115003	6.504799541	others	gobp_positive_regulation_of_adaptive_immune_response
gobp_positive_regulation_of_adenylate_cyclase_activity	-0.477216173	-3.463412392	others	gobp_positive_regulation_of_adenylate_cyclase_activity
gobp_positive_regulation_of_adipose_tissue_development	-0.978755688	0.255603854	others	gobp_positive_regulation_of_adipose_tissue_development
gobp_positive_regulation_of_alcohol_biosynthetic_process	-1.344561764	-3.135295902	others	gobp_positive_regulation_of_alcohol_biosynthetic_process
gobp_positive_regulation_of_alkaline_phosphatase_activity	-2.935244267	-6.623929747	others	gobp_positive_regulation_of_alkaline_phosphatase_activity
gobp_positive_regulation_of_alpha_beta_t_cell_activation	3.470248376	4.048125022	others	gobp_positive_regulation_of_alpha_beta_t_cell_activation
gobp_positive_regulation_of_alpha_beta_t_cell_differentiation	3.607961286	3.243879473	others	gobp_positive_regulation_of_alpha_beta_t_cell_differentiation
gobp_positive_regulation_of_alpha_beta_t_cell_proliferation	3.379597424	5.625921346	others	gobp_positive_regulation_of_alpha_beta_t_cell_proliferation
gobp_positive_regulation_of_amine_transport	1.278292131	-3.59579831	others	gobp_positive_regulation_of_amine_transport
gobp_positive_regulation_of_amino_acid_transport	1.32006319	-1.820882533	others	gobp_positive_regulation_of_amino_acid_transport
gobp_positive_regulation_of_ampa_receptor_activity	-2.869016949	-2.720479606	others	gobp_positive_regulation_of_ampa_receptor_activity
gobp_positive_regulation_of_amyloid_beta_clearance	0.065589744	4.176621794	others	gobp_positive_regulation_of_amyloid_beta_clearance
gobp_positive_regulation_of_amyloid_beta_formation	-0.936817685	-0.685448683	others	gobp_positive_regulation_of_amyloid_beta_formation
gobp_positive_regulation_of_amyloid_precursor_protein_biosynthetic_process	1.787519871	1.812762774	others	gobp_positive_regulation_of_amyloid_precursor_protein_biosynthetic_process
gobp_positive_regulation_of_amyloid_precursor_protein_catabolic_process	-0.827753302	-1.554440262	others	gobp_positive_regulation_of_amyloid_precursor_protein_catabolic_process
gobp_positive_regulation_of_animal_organ_morphogenesis	-3.986167194	-5.452822965	others	gobp_positive_regulation_of_animal_organ_morphogenesis
gobp_positive_regulation_of_anion_transmembrane_transport	3.613916061	2.132806865	others	gobp_positive_regulation_of_anion_transmembrane_transport
gobp_positive_regulation_of_anion_transport	0.948732879	-1.041954113	others	gobp_positive_regulation_of_anion_transport
gobp_positive_regulation_of_anoikis	2.034866295	2.020616856	others	gobp_positive_regulation_of_anoikis
gobp_positive_regulation_of_antigen_processing_and_presentation	6.257651117	2.817162193	others	gobp_positive_regulation_of_antigen_processing_and_presentation
gobp_positive_regulation_of_antigen_receptor_mediated_signaling_pathway	2.690153947	3.291943527	others	gobp_positive_regulation_of_antigen_receptor_mediated_signaling_pathway
gobp_positive_regulation_of_apoptotic_cell_clearance	-2.20673568	3.339998123	others	gobp_positive_regulation_of_apoptotic_cell_clearance
gobp_positive_regulation_of_apoptotic_dna_fragmentation	1.314165778	-0.404619107	others	gobp_positive_regulation_of_apoptotic_dna_fragmentation
gobp_positive_regulation_of_apoptotic_process_involved_in_development	0.861859348	-0.131013683	others	gobp_positive_regulation_of_apoptotic_process_involved_in_development
gobp_positive_regulation_of_apoptotic_process_involved_in_morphogenesis	0.861859348	-0.131013683	others	gobp_positive_regulation_of_apoptotic_process_involved_in_morphogenesis
gobp_positive_regulation_of_apoptotic_signaling_pathway	1.623930747	-0.212493905	others	gobp_positive_regulation_of_apoptotic_signaling_pathway
gobp_positive_regulation_of_arp2_3_complex_mediated_actin_nucleation	0.43411382	-3.381243172	others	gobp_positive_regulation_of_arp2_3_complex_mediated_actin_nucleation
gobp_positive_regulation_of_aspartic_type_peptidase_activity	0.676436288	-3.842514281	others	gobp_positive_regulation_of_aspartic_type_peptidase_activity
gobp_positive_regulation_of_astrocyte_differentiation	0.453608456	-1.643643999	others	gobp_positive_regulation_of_astrocyte_differentiation
gobp_positive_regulation_of_atp_biosynthetic_process	-1.35052782	-0.765668372	others	gobp_positive_regulation_of_atp_biosynthetic_process
gobp_positive_regulation_of_atp_dependent_activity	-2.056185679	-0.487135813	others	gobp_positive_regulation_of_atp_dependent_activity
gobp_positive_regulation_of_atp_metabolic_process	-0.374114445	0.367463687	others	gobp_positive_regulation_of_atp_metabolic_process
gobp_positive_regulation_of_atpase_coupled_calcium_transmembrane_transporter_activity	0.03203574	-0.18717673	others	gobp_positive_regulation_of_atpase_coupled_calcium_transmembrane_transporter_activity
gobp_positive_regulation_of_attachment_of_spindle_microtubules_to_kinetochore	-0.916507488	2.294603034	others	gobp_positive_regulation_of_attachment_of_spindle_microtubules_to_kinetochore
gobp_positive_regulation_of_autophagosome_maturation	-0.962060596	0.092412655	others	gobp_positive_regulation_of_autophagosome_maturation
gobp_positive_regulation_of_autophagy	-0.532171743	0.040875955	others	gobp_positive_regulation_of_autophagy
gobp_positive_regulation_of_autophagy_of_mitochondrion	-0.686050849	1.31535309	others	gobp_positive_regulation_of_autophagy_of_mitochondrion
gobp_positive_regulation_of_axon_extension	-1.856883033	-4.162937861	others	gobp_positive_regulation_of_axon_extension
gobp_positive_regulation_of_axon_extension_involved_in_axon_guidance	-2.672395489	-5.118658957	others	gobp_positive_regulation_of_axon_extension_involved_in_axon_guidance
gobp_positive_regulation_of_axonogenesis	-1.100475621	-3.492188897	others	gobp_positive_regulation_of_axonogenesis
gobp_positive_regulation_of_b_cell_activation	1.085563441	4.706004007	others	gobp_positive_regulation_of_b_cell_activation
gobp_positive_regulation_of_b_cell_differentiation	0.533671622	5.711112145	others	gobp_positive_regulation_of_b_cell_differentiation
gobp_positive_regulation_of_b_cell_mediated_immunity	-0.01888726	5.227251766	others	gobp_positive_regulation_of_b_cell_mediated_immunity
gobp_positive_regulation_of_b_cell_proliferation	2.895109175	4.712338001	others	gobp_positive_regulation_of_b_cell_proliferation
gobp_positive_regulation_of_b_cell_receptor_signaling_pathway	1.01496378	1.397667802	others	gobp_positive_regulation_of_b_cell_receptor_signaling_pathway
gobp_positive_regulation_of_basement_membrane_assembly_involved_in_embryonic_body_morphogenesis	-2.356756431	-4.68266591	others	gobp_positive_regulation_of_basement_membrane_assembly_involved_in_embryonic_body_morphogenesis
gobp_positive_regulation_of_behavior	1.214971994	-3.831226238	others	gobp_positive_regulation_of_behavior
gobp_positive_regulation_of_bicellular_tight_junction_assembly	-1.061004694	-1.906180609	others	gobp_positive_regulation_of_bicellular_tight_junction_assembly
gobp_positive_regulation_of_binding	-1.622630936	-3.913074047	others	gobp_positive_regulation_of_binding
gobp_positive_regulation_of_biomineralization	0.484730895	-2.951504551	others	gobp_positive_regulation_of_biomineralization
gobp_positive_regulation_of_blood_brain_barrier_permeability	-1.701207746	-4.466846556	others	gobp_positive_regulation_of_blood_brain_barrier_permeability
gobp_positive_regulation_of_blood_circulation	-1.888275444	-5.978292169	others	gobp_positive_regulation_of_blood_circulation
gobp_positive_regulation_of_blood_pressure	-1.537840319	-4.508026702	others	gobp_positive_regulation_of_blood_pressure
gobp_positive_regulation_of_blood_pressure_by_epinephrine_norepinephrine	-2.4963047	-2.539330491	others	gobp_positive_regulation_of_blood_pressure_by_epinephrine_norepinephrine
gobp_positive_regulation_of_blood_vessel_endothelial_cell_migration	-2.979840869	-5.988541673	others	gobp_positive_regulation_of_blood_vessel_endothelial_cell_migration
gobp_positive_regulation_of_blood_vessel_endothelial_cell_proliferation_involved_in_sprouting_angiogenesis	-4.175179747	-6.716494118	others	gobp_positive_regulation_of_blood_vessel_endothelial_cell_proliferation_involved_in_sprouting_angiogenesis
gobp_positive_regulation_of_blood_vessel_remodeling	-1.278576469	-0.544787998	others	gobp_positive_regulation_of_blood_vessel_remodeling
gobp_positive_regulation_of_bmp_signaling_pathway	-4.322012935	-9.164301443	others	gobp_positive_regulation_of_bmp_signaling_pathway
gobp_positive_regulation_of_bone_mineralization	-0.483176674	-3.40538476	others	gobp_positive_regulation_of_bone_mineralization
gobp_positive_regulation_of_bone_resorption	2.323034455	2.363454155	others	gobp_positive_regulation_of_bone_resorption
gobp_positive_regulation_of_brown_fat_cell_differentiation	2.706007016	-2.780388577	others	gobp_positive_regulation_of_brown_fat_cell_differentiation
gobp_positive_regulation_of_calcineurin_mediated_signaling	1.513514992	-3.105465555	others	gobp_positive_regulation_of_calcineurin_mediated_signaling
gobp_positive_regulation_of_calcium_ion_dependent_exocytosis	-0.422804708	-7.321144743	others	gobp_positive_regulation_of_calcium_ion_dependent_exocytosis
gobp_positive_regulation_of_calcium_ion_import	-3.877611801	-4.540790601	others	gobp_positive_regulation_of_calcium_ion_import
gobp_positive_regulation_of_calcium_ion_transmembrane_transport	-2.308557406	-3.541081536	others	gobp_positive_regulation_of_calcium_ion_transmembrane_transport
gobp_positive_regulation_of_calcium_ion_transmembrane_transporter_activity	0.243779337	-3.135389665	others	gobp_positive_regulation_of_calcium_ion_transmembrane_transporter_activity
gobp_positive_regulation_of_calcium_ion_transport	-3.448926201	-1.787474298	others	gobp_positive_regulation_of_calcium_ion_transport
gobp_positive_regulation_of_calcium_ion_transport_into_cytosol	-3.586257305	-1.838552756	others	gobp_positive_regulation_of_calcium_ion_transport_into_cytosol
gobp_positive_regulation_of_calcium_mediated_signaling	1.176587915	2.838489677	others	gobp_positive_regulation_of_calcium_mediated_signaling
gobp_positive_regulation_of_camp_dependent_protein_kinase_activity	-3.587267131	-2.992317884	others	gobp_positive_regulation_of_camp_dependent_protein_kinase_activity
gobp_positive_regulation_of_camp_mediated_signaling	-1.452021647	-1.273832156	others	gobp_positive_regulation_of_camp_mediated_signaling
gobp_positive_regulation_of_canonical_wnt_signaling_pathway	-1.682371138	-6.174573887	others	gobp_positive_regulation_of_canonical_wnt_signaling_pathway
gobp_positive_regulation_of_carbohydrate_metabolic_process	-1.136152644	-2.855903528	others	gobp_positive_regulation_of_carbohydrate_metabolic_process
gobp_positive_regulation_of_cardiac_epithelial_to_mesenchymal_transition	-3.033249919	-5.707892376	others	gobp_positive_regulation_of_cardiac_epithelial_to_mesenchymal_transition
gobp_positive_regulation_of_cardiac_muscle_adaptation	0.485472904	-2.176020208	others	gobp_positive_regulation_of_cardiac_muscle_adaptation
gobp_positive_regulation_of_cardiac_muscle_cell_differentiation	-0.266576645	-5.050696064	others	gobp_positive_regulation_of_cardiac_muscle_cell_differentiation
gobp_positive_regulation_of_cardiac_muscle_cell_proliferation	0.890270564	-6.892413689	others	gobp_positive_regulation_of_cardiac_muscle_cell_proliferation
gobp_positive_regulation_of_cardiac_muscle_contraction	3.216912647	-0.053354068	others	gobp_positive_regulation_of_cardiac_muscle_contraction
gobp_positive_regulation_of_cardioblast_differentiation	-0.457415669	-3.097644967	others	gobp_positive_regulation_of_cardioblast_differentiation
gobp_positive_regulation_of_cardiocyte_differentiation	-0.358797288	-6.113996876	others	gobp_positive_regulation_of_cardiocyte_differentiation
gobp_positive_regulation_of_cartilage_development	-1.12303877	-6.749981001	others	gobp_positive_regulation_of_cartilage_development
gobp_positive_regulation_of_catabolic_process	0.329657104	-0.089531026	others	gobp_positive_regulation_of_catabolic_process
gobp_positive_regulation_of_catalytic_activity	0.424873964	-1.611071976	others	gobp_positive_regulation_of_catalytic_activity
gobp_positive_regulation_of_catecholamine_metabolic_process	-0.165398037	1.773961599	others	gobp_positive_regulation_of_catecholamine_metabolic_process
gobp_positive_regulation_of_catecholamine_secretion	-0.063324321	-3.366813749	others	gobp_positive_regulation_of_catecholamine_secretion
gobp_positive_regulation_of_cation_channel_activity	-1.178784518	-3.540678224	others	gobp_positive_regulation_of_cation_channel_activity
gobp_positive_regulation_of_cd4_positive_alpha_beta_t_cell_activation	2.76477411	3.933041154	others	gobp_positive_regulation_of_cd4_positive_alpha_beta_t_cell_activation
gobp_positive_regulation_of_cd4_positive_alpha_beta_t_cell_differentiation	4.017312535	4.287912185	others	gobp_positive_regulation_of_cd4_positive_alpha_beta_t_cell_differentiation
gobp_positive_regulation_of_cd4_positive_alpha_beta_t_cell_proliferation	-1.001375395	-0.625670661	others	gobp_positive_regulation_of_cd4_positive_alpha_beta_t_cell_proliferation
gobp_positive_regulation_of_cd8_positive_alpha_beta_t_cell_activation	2.022757496	6.817106881	others	gobp_positive_regulation_of_cd8_positive_alpha_beta_t_cell_activation
gobp_positive_regulation_of_cd8_positive_alpha_beta_t_cell_differentiation	1.110885803	6.02623641	others	gobp_positive_regulation_of_cd8_positive_alpha_beta_t_cell_differentiation
gobp_positive_regulation_of_cell_activation	2.839053606	3.857685189	others	gobp_positive_regulation_of_cell_activation
gobp_positive_regulation_of_cell_adhesion	0.597841994	0.327619777	others	gobp_positive_regulation_of_cell_adhesion
gobp_positive_regulation_of_cell_adhesion_mediated_by_integrin	2.922385068	3.104500373	others	gobp_positive_regulation_of_cell_adhesion_mediated_by_integrin
gobp_positive_regulation_of_cell_adhesion_molecule_production	-2.386520433	-1.687745262	others	gobp_positive_regulation_of_cell_adhesion_molecule_production
gobp_positive_regulation_of_cell_aging	-1.452718191	1.201770545	others	gobp_positive_regulation_of_cell_aging
gobp_positive_regulation_of_cell_cell_adhesion	2.750233223	2.855250609	others	gobp_positive_regulation_of_cell_cell_adhesion
gobp_positive_regulation_of_cell_cell_adhesion_mediated_by_cadherin	-4.76220808	-3.483714425	others	gobp_positive_regulation_of_cell_cell_adhesion_mediated_by_cadherin
gobp_positive_regulation_of_cell_cell_adhesion_mediated_by_integrin	-1.791953518	6.396543784	others	gobp_positive_regulation_of_cell_cell_adhesion_mediated_by_integrin
gobp_positive_regulation_of_cell_cycle	-1.115575245	-0.66949428	others	gobp_positive_regulation_of_cell_cycle
gobp_positive_regulation_of_cell_cycle_checkpoint	-1.29790569	0.304120092	others	gobp_positive_regulation_of_cell_cycle_checkpoint
gobp_positive_regulation_of_cell_cycle_g1_s_phase_transition	-0.657726699	-0.759633612	others	gobp_positive_regulation_of_cell_cycle_g1_s_phase_transition
gobp_positive_regulation_of_cell_cycle_g2_m_phase_transition	0.32484702	0.354051914	others	gobp_positive_regulation_of_cell_cycle_g2_m_phase_transition
gobp_positive_regulation_of_cell_cycle_phase_transition	0.082099421	1.49001811	others	gobp_positive_regulation_of_cell_cycle_phase_transition
gobp_positive_regulation_of_cell_cycle_process	-1.286789021	1.390757573	others	gobp_positive_regulation_of_cell_cycle_process
gobp_positive_regulation_of_cell_death	0.171092627	-0.1410126	others	gobp_positive_regulation_of_cell_death
gobp_positive_regulation_of_cell_development	-3.45491969	-3.223622935	others	gobp_positive_regulation_of_cell_development
gobp_positive_regulation_of_cell_differentiation	-2.546042058	-3.684268004	others	gobp_positive_regulation_of_cell_differentiation
gobp_positive_regulation_of_cell_division	-2.488132722	-6.207440946	others	gobp_positive_regulation_of_cell_division
gobp_positive_regulation_of_cell_fate_commitment	-0.588133902	4.957425655	others	gobp_positive_regulation_of_cell_fate_commitment
gobp_positive_regulation_of_cell_growth	-0.54010627	-3.4380429	others	gobp_positive_regulation_of_cell_growth
gobp_positive_regulation_of_cell_growth_involved_in_cardiac_muscle_cell_development	-1.359215994	-3.983089086	others	gobp_positive_regulation_of_cell_growth_involved_in_cardiac_muscle_cell_development
gobp_positive_regulation_of_cell_junction_assembly	-3.745136505	-5.410395843	others	gobp_positive_regulation_of_cell_junction_assembly
gobp_positive_regulation_of_cell_killing	2.026448429	6.839873037	others	gobp_positive_regulation_of_cell_killing
gobp_positive_regulation_of_cell_matrix_adhesion	-3.890096867	-5.902347905	others	gobp_positive_regulation_of_cell_matrix_adhesion
gobp_positive_regulation_of_cell_maturation	-2.287216394	2.645379156	others	gobp_positive_regulation_of_cell_maturation
gobp_positive_regulation_of_cell_migration_by_vascular_endothelial_growth_factor_signaling_pathway	-0.989244958	-4.014711871	others	gobp_positive_regulation_of_cell_migration_by_vascular_endothelial_growth_factor_signaling_pathway
gobp_positive_regulation_of_cell_migration_involved_in_sprouting_angiogenesis	-2.829330799	-5.522712695	others	gobp_positive_regulation_of_cell_migration_involved_in_sprouting_angiogenesis
gobp_positive_regulation_of_cell_morphogenesis_involved_in_differentiation	-2.260988324	-1.615166622	others	gobp_positive_regulation_of_cell_morphogenesis_involved_in_differentiation
gobp_positive_regulation_of_cell_population_proliferation	-0.619020324	-2.551718118	others	gobp_positive_regulation_of_cell_population_proliferation
gobp_positive_regulation_of_cell_projection_organization	-1.432189721	-4.219232005	others	gobp_positive_regulation_of_cell_projection_organization
gobp_positive_regulation_of_cell_proliferation_in_bone_marrow	-0.80754061	0.296787013	others	gobp_positive_regulation_of_cell_proliferation_in_bone_marrow
gobp_positive_regulation_of_cell_proliferation_involved_in_heart_morphogenesis	-0.618402053	-2.264132413	others	gobp_positive_regulation_of_cell_proliferation_involved_in_heart_morphogenesis
gobp_positive_regulation_of_cell_proliferation_involved_in_kidney_development	0.51682092	-5.224775033	others	gobp_positive_regulation_of_cell_proliferation_involved_in_kidney_development
