ID,m/z,Retention time (min),Ion mode,Metabolites,Compound ID,Super Class,Class,Sub Class,kegg,Score,Fragmentation Score,Adducts,Formula,Mass Error (ppm),C115_N,C24_N,D36_N,F20_N,F44_N,G30_N,X117_N,H11_N,H17_N,H35_N,H4_N,R114_N,H46_N,J32_N,J38_N,L28_N,L3_N,L50_N,L6_N,L9_N,L113_N,L112_N,P1_N,P21_N,R25_N,R29_N,R51_N,S15_N,S2_N,W116_N,W14_N,W18_N,W33_N,W37_N,W5_N,X13_N,X22_N,X34_N,X49_N,Y10_N,Y12_N,Y19_N,Y27_N,Y48_N,Y7_N,Y8_N,Z16_N,Z23_N,Z26_N,Z43_N,A41_T,C24_T,C115_T,W116_T,C99_T,D36_T,D65_T,F20_T,F44_T,F69_T,W105_T,J111_T,G30_T,X117_T,G80_T,H11_T,H17_T,H35_T,H4_T,R114_T,H46_T,H63_T,H78_T,H85_T,H91_T,J32_T,J38_T,L28_T,L3_T,L50_T,L52_T,Z58_T,L6_T,L68_T,Y102_T,L75_T,L9_T,L90_T,L95_T,L97_T,L60_T,M72_T,N39_T,O31_T,P1_T,P21_T,P88_T,Q93_T,R25_T,R29_T,R51_T,L64_T,R82_T,S15_T,S2_T,W59_T,J106_T,S86_T,S92_T,T42_T,T45_T,W14_T,W18_T,W33_T,W37_T,W5_T,Y57_T,L61_T,W66_T,L103_T,W73_T,X13_T,X22_T,X34_T,X49_T,L113_T,X94_T,X98_T,Y10_T,Y12_T,Y19_T,Y27_T,Y48_T,L112_T,W101_T,Y7_T,Y8_T,Y89_T,Z16_T,Z23_T,Z26_T,Z43_T,W62_T,M104_T,Z76_T,Z81_T,W108_T,Z84_T,Z87_T,Z96_T
6.37_393.1776m/z,393.1775974,6.37035,pos,Lonicerin,71778,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,C12630,38.3,0,M+Na,C21H26N2O4,-2.378891727,1.571686221,2.066990054,1.184742502,0.543868314,0.286333243,1.11177942,0.454122856,0.538672433,0.147418061,0.483973752,0.467670471,1.208077082,0.562330651,0.083894065,1.293569816,0.242914107,0.172450469,0.44528447,0.297231985,0.291732812,0.858674006,0.628911085,1.134301676,0.987865252,0.309735159,0.89657559,0.186054019,0.257156579,1.473638513,0.686927214,0.379319737,0.943967311,0.279720033,0.372244577,1.319849189,0.544847522,0.421289308,0.396723297,1.405335854,2.058127259,0.046937531,0.373105821,0.538320363,0.438741985,0.535591465,1.212420719,0.200963153,0.106958673,0.232222626,0.351712267,1.033162421,5.864159543,7.291020222,0.215976278,1.11044363,1.054066976,0.164571698,2.886062054,1.104776275,0.03278109,1.116320699,3.884173095,0.536142824,2.983142234,1.113970416,5.898486322,1.444754955,6.559263977,0.076559106,0.000296948,0.000671371,0.113910535,0.152846448,0.725827346,0.756803398,0.145924138,0.246133219,0.900388137,6.240091157,0.406231865,1.01E-12,4.702871081,1.103018327,5.719479606,14.20619566,1.01E-12,2.372765792,0.432690496,0.015904733,0.764044056,5.970959978,0.097645617,0.371863995,0.080180563,1.224157615,3.605223159,0.000322149,1.343405889,4.589817996,0.309417145,1.126222807,15.50550747,3.462104752,1.952585838,2.51124326,0.196609214,1.521128695,0.625328854,4.662555208,1.250273975,0.204558949,0.854799543,0.057001581,1.245151014,7.195438118,1.033787284,1.01E-12,1.01E-12,1.20187136,6.320101365,0.592186996,0.004176971,1.260011105,4.086487502,2.626934429,3.511734114,0.180742945,0.634941985,7.303018008,9.939370638,0.859647244,0.29936891,0.677157418,0.861257125,1.737639465,0.618460521,17.74283673,0.433968791,1.01E-12,0.137445896,0.102876934,1.671834776,1.181087698,2.507964445,0.121661867,0.550870638,2.626026376,0.626199892,3.02339418,0.01156853
8.08_203.1393m/z,203.1393284,8.083,pos,Ecgonine,64444,Alkaloids and derivatives,Tropane alkaloids,Unclassified,C10858,38.3,0,M+NH4,C9H15NO3,1.672385679,0.573724109,0.170996897,0.144452802,1.01E-12,0.205022232,1.01E-12,0.514147967,0.099449585,0.269929907,0.151242013,0.230381214,0.352420831,0.048690508,0.126840359,0.12849358,1.01E-12,0.031607041,0.401526973,0.170734949,0.028807097,0.04643818,0.151319203,0.254973577,0.152841809,0.151475907,0.020970033,0.294356118,0.106520652,0.202537221,0.24836235,0.06807355,0.147240277,0.027903174,1.01E-12,0.009227741,0.015850399,0.161753188,0.310537282,0.175691034,0.050477912,1.01E-12,1.01E-12,0.127410302,1.01E-12,0.120929964,0.406150273,0.056593377,0.126725617,1.01E-12,0.067434868,0.303455905,0.579285161,0.158319396,0.011905138,0.091502509,0.152344842,0.165742743,0.283450385,0.294916045,1.01E-12,1.01E-12,0.138231694,0.033722013,0.290029677,0.046196709,0.773948009,0.118075319,0.435771041,0.129681508,0.04786386,1.01E-12,0.005450884,0.033674377,0.051199154,0.168242572,0.065196049,0.047958701,0.208287105,0.107331547,0.106382235,0.012719205,0.25939451,0.199310222,0.074995986,0.176655622,0.00744003,0.306609916,0.301835039,0.078916319,0.120538311,0.239510261,0.08735387,0.164300873,0.026356214,0.089568179,0.568156977,0.034572773,0.444133454,0.436883491,0.07212821,1.02224827,0.285334724,0.969180025,0.048422218,0.072000915,0.032956048,0.025300394,0.061110361,0.122127845,0.532917953,0.315934041,0.19462311,0.091966125,0.087704033,0.861392501,1.01E-12,0.034396443,0.020682003,0.109332047,0.096799011,0.110266798,0.012502567,0.010539724,1.60905487,0.622994886,0.029448391,0.041681316,0.133801415,0.254946422,0.519740187,0.112048438,0.04019107,0.199642488,1.01E-12,0.129512151,0.037635441,0.245989915,0.326848221,0.116633834,1.01E-12,0.013087391,0.125457837,1.01E-12,0.058291675,0.027898714,0.196936459,0.291859743,0.220700338,1.873933535,0.014348393
8.36_348.1087m/z,348.108742,8.361833333,pos,Jaceosidin,LMPK12111235,Lipids and lipid-like molecules,Polyketides,Flavonoids,,38.3,0,M+NH4,C17H14O7,2.919669828,0.459048581,1.099542942,0.205455436,1.01E-12,0.049853567,0.05952837,0.905142358,0.718121431,0.216586064,1.01E-12,0.341112251,0.207205664,0.742894497,0.369904724,0.419547898,0.137484803,0.241807021,0.036731251,0.440107678,1.01E-12,1.01E-12,0.078768921,0.884493012,0.847868543,0.612928836,0.066379651,0.518083235,1.01E-12,1.653567497,0.198071954,0.459926517,0.156344981,0.028660355,1.01E-12,2.199597151,1.01E-12,0.375981283,1.364650899,0.05187569,0.146089369,1.01E-12,1.01E-12,0.455997621,1.01E-12,0.016860997,0.468273594,0.362034725,0.583894541,1.01E-12,0.748274781,0.155440282,0.020394058,1.01E-12,1.01E-12,0.22046955,1.01E-12,0.053966118,1.01E-12,0.128594055,1.865175824,1.01E-12,1.01E-12,0.08363337,0.018384269,0.279937825,1.01E-12,0.022527325,0.057091378,0.075859572,0.436507165,0.992639124,0.114482224,0.130748189,0.021056441,0.378118027,0.07272534,1.741356227,1.01E-12,0.022527694,0.329591062,0.116018937,1.01E-12,1.01E-12,1.01E-12,0.064419648,2.44653955,0.039787694,0.352928137,0.216833156,0.268542121,1.01E-12,0.166317407,0.65213516,0.036990988,0.159740864,1.01E-12,0.36134975,1.01E-12,0.283049158,0.206693097,0.213055777,1.01E-12,1.01E-12,0.021661954,0.465256571,0.179936243,1.01E-12,0.088238507,0.12417314,0.144883854,1.049299959,0.777647741,0.418796776,0.021588444,1.01E-12,1.01E-12,2.763340079,8.273751732,0.196136999,1.01E-12,0.111210967,0.059354531,1.01E-12,1.01E-12,0.041981361,1.01E-12,0.020459667,0.071739077,1.01E-12,1.01E-12,1.01E-12,0.463576545,0.051360613,1.01E-12,0.029302691,1.01E-12,1.01E-12,1.298183625,1.07798277,1.01E-12,0.022076704,0.809703923,1.01E-12,1.01E-12,0.267637035,0.256673206,1.01E-12,0.268016641,1.01E-12,0.049526218
9.65_151.0392m/z,151.0392194,9.648533333,pos,Homogentisic acid,HMDB0000130,Benzenoids,Benzene and substituted derivatives,Phenylacetic acids,C00544,38.3,0,M+H-H2O,C8H8O4,1.481136235,0.13318586,0.126448299,0.294290259,0.116795917,0.102529681,0.168216004,0.123325641,0.227007401,0.853912058,0.346505831,0.082419352,0.258361439,1.012843654,0.093783325,0.515912088,0.217837198,0.207668229,2.06180028,0.068435113,0.435310822,0.008667655,0.026528704,0.233086154,0.046199576,0.40722144,0.143541419,0.12116292,0.384725648,0.177586752,0.210346714,0.146995252,0.076938856,0.476948945,0.024281728,0.089927576,0.049827289,0.575146296,0.117108157,0.064974808,0.485449661,0.109347433,0.008267963,0.305265203,0.465951895,0.009160919,0.282778922,0.134242173,0.192461499,1.01E-12,0.01564738,0.537118202,0.215798152,0.074932392,0.998530591,0.376788982,0.336149327,0.000297407,0.185459054,0.061735645,0.153641371,0.064137928,0.067228888,0.227898095,0.180806932,0.087100661,0.060469905,1.091616945,0.183094067,0.037337347,1.054065252,2.335277826,0.118349574,0.247544117,0.670733716,0.472865506,0.076153965,0.625186753,0.077154061,0.100579597,1.336102942,1.944852552,0.137762809,0.116132893,0.174447526,0.008356718,0.412347765,0.558662963,0.149442657,0.132913202,0.083990549,1.01E-12,0.013429673,0.044761479,0.108784088,0.426644269,1.01E-12,0.287205238,0.203799235,0.312685057,0.063666732,0.021606232,0.194755716,0.168476687,0.545290936,0.033897315,1.015861956,0.12287328,0.314436865,0.157421586,0.289171668,0.353046427,0.181120448,0.061350813,0.341278542,0.024631801,0.130458424,0.157869535,0.251947035,0.053588543,0.282220375,0.014101227,0.444990385,0.925413488,0.088936459,0.107141557,0.098602178,0.448815136,0.010418496,0.524265941,0.284368222,0.035750485,0.449306017,0.314978919,0.09124924,0.093360904,0.120885448,0.169364175,0.289278107,0.708326158,0.174686805,0.017043738,0.005199499,0.332706124,0.003584889,0.04149173,0.09055362,0.051673523,0.074884841,0.147525518,0.129394474
9.99_267.1206m/z,267.1205924,9.98795,pos,S-Acetyldihydrolipoamide-E,LMFA08020202,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,C16255,38.3,8.5,M+NH4,C10H19NO2S2,4.199354861,10.38802964,11.65965759,2.278924331,0.359383064,2.002682099,3.230874689,2.309905772,1.882748404,0.860271973,1.843315274,2.212921145,2.640931672,3.042922899,4.324682602,2.456818092,12.19507686,2.496631787,1.123720524,1.444239077,7.101506647,4.551071508,2.509616488,1.218301385,12.72122103,3.807865645,2.529304652,1.89086903,5.828540952,4.1974587,2.189589576,2.69735621,3.522735348,2.833379727,1.255282548,3.522528453,1.467313578,4.082417105,2.949040395,2.672879399,2.209443659,3.768938164,10.09678039,4.669643154,4.731055407,1.881929119,3.201473092,3.773693007,10.36479968,6.089302591,2.754473507,0.420567539,0.980878079,0.563782553,0.715796412,3.630654737,0.571443247,0.38924152,0.540315682,0.34723122,0.337474777,0.643655495,0.355729513,0.789161322,0.302453706,0.788254302,1.151023983,0.392939272,1.493230332,0.341126463,1.043807978,0.862659447,0.258929859,0.564485608,0.53448451,2.153988034,0.557130138,0.639533348,0.830442939,0.293918206,0.845868315,0.318054843,0.480773638,0.199931108,0.774013617,0.542386078,2.457154405,0.60698736,1.23735314,0.985128962,1.254030194,0.252449323,0.39969566,1.452860943,0.579953112,0.179115369,0.423293018,1.044886006,0.570044143,1.71837527,0.424802449,0.640463292,0.368624079,1.015840953,0.584487293,0.387731772,0.901695638,0.381098541,0.56961436,0.642948403,4.355595682,0.906930167,1.080338646,0.462597271,0.454452452,0.878196356,0.13375467,1.404116418,0.543121513,0.551938125,0.540818466,0.5379424,0.573257764,0.657120382,1.026757642,0.728878074,0.562118737,0.433643345,4.139334683,0.390154687,0.456965451,0.559076996,1.054082999,1.002041572,0.451367681,0.636505259,0.333284436,0.308358202,1.144187218,1.786534503,0.828872108,0.411660741,0.542533099,0.464107647,0.312502579,0.866687894,1.65978375,0.212305279,0.429431105,0.649768577,1.355391991
1.06_160.1811m/z,160.1811354,1.0632,pos,Aminopropylcadaverine,HMDB0012189,Organic nitrogen compounds,Organonitrogen compounds,Amines,C16565,38.2,0,M+H,C8H21N3,1.955678885,0.514181626,0.146051988,0.04275419,0.254131431,0.056196139,0.21517993,0.701323797,0.14272596,0.108766549,0.080044511,0.049296718,0.515296078,0.110513928,0.153810977,0.116334049,0.08013542,0.202763026,0.263412731,0.01254803,0.067505038,0.520600729,0.53432935,0.322272824,0.105950722,0.169670397,0.079287193,0.205656358,0.200003895,0.353251529,0.735447641,0.126958844,0.091880339,0.247790295,0.15922139,0.610901347,0.182847952,0.174520169,0.823601206,0.043947569,0.11000095,0.216746386,0.064037065,0.128841487,0.121936852,0.153719475,0.139124777,0.25959768,0.169654737,0.1694662,0.054546629,0.388995199,0.20523582,1.335205482,1.679157558,0.197103758,0.227623137,0.351053279,0.737781536,0.212266996,0.651879178,4.579265417,0.826680339,0.092946371,1.801471152,0.003410997,0.1129811,0.48030338,0.584299398,0.317204363,1.277819847,1.82942512,0.071097783,0.080862701,0.456852171,0.71144159,0.312442268,0.198532924,0.083836463,0.351576405,0.178723299,0.276383989,6.793919883,0.515871882,2.311640815,1.678818237,0.806896907,0.508953732,0.214694852,0.132822546,0.466481344,5.946903775,0.213211248,0.359778926,0.476529003,0.320690245,0.067291255,0.806411054,0.34145822,0.234644369,0.097498562,0.048525323,1.332113856,0.717973974,0.246808104,3.835694312,0.978807841,2.343299682,11.05441722,0.215416737,0.103132104,0.113364081,0.048038714,1.247091525,0.07531439,0.639869483,1.481953524,1.28422797,3.291098956,0.307814369,0.883831866,0.519728035,3.682317924,0.416743674,2.563850895,0.032396935,2.012752685,0.227786138,0.576689664,1.819465633,1.719750442,0.173083514,0.214968679,0.119551726,0.872824173,3.355208604,0.061062069,4.067732647,2.947509552,0.186639339,2.536399309,0.648205086,0.260780548,2.468541277,0.89670496,0.278611205,0.253766661,3.490013722,0.082163692,3.820481225,21.66751522
1.16_580.0943m/z,580.0943318,1.1567,neg,Lipoyl-AMP,HMDB0059635,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,C16238,38.2,2.05,M+FA-H,C18H26N5O8PS2,0.163472392,0.581464879,1.111806785,1.01E-12,21.40966546,1.01E-12,0.84526593,1.386484346,0.363172256,1.01E-12,0.948059315,1.01E-12,0.369315724,0.259831493,1.753249542,0.604455004,1.01E-12,0.683155065,0.93459417,0.526274262,0.547512443,1.1084099,0.91192496,0.152243039,0.644423682,0.126402219,0.204679008,0.760799702,1.573559696,1.629563921,0.992621424,0.109535157,1.569424682,1.328393267,1.01E-12,2.5735286,0.620328847,0.510894955,10.8846945,0.820913459,0.849183175,0.410143614,0.38916403,0.536493064,0.279386101,0.669467799,0.195805594,0.111041284,0.239552337,0.922690813,0.251050872,18.43372273,22.43866179,19.82640359,1.880473548,6.314098355,10.84549424,18.0453401,75.15656985,8.89447407,36.43602877,42.64331712,7.299140147,11.05004222,9.778343017,0.402577327,13.34185846,9.602310554,9.179119161,14.13059674,0.580215301,4.828180838,22.82805658,18.56009239,15.15002896,2.817209287,19.05921343,0.090457872,24.93627886,13.36033786,1.424920553,28.5152685,6.4201624,19.15033002,11.51326108,9.468987051,8.120798641,3.556217838,4.178311664,56.58302048,8.035773944,68.44903398,13.0286789,0.15242274,7.830977408,8.998353829,19.78173467,12.90781902,19.19581403,11.56388508,2.033824234,1.382106775,40.32144041,17.18715413,11.07104304,1.01E-12,6.257316421,58.04154701,36.73200212,9.486004221,4.394979936,0.753246702,0.243552686,25.94220512,7.768650264,21.42477153,24.23790305,6.499917741,4.14301593,10.93500665,11.84560497,13.61472128,14.03499089,6.542616643,16.84153609,3.913590308,6.316375902,26.53727479,5.631571572,46.15655668,6.696914041,9.888022524,1.705592058,22.36868345,29.15125541,13.64809363,7.647378859,27.40708886,1.01E-12,1.01E-12,51.15393427,44.47678146,0.663316246,5.567445875,18.69929988,3.549281812,1.01E-12,19.86977132,3.501439899,52.52681849,6.885043383
1.18_257.0072m/z,257.0072246,1.180216667,neg,D-fructose 6-phosphate,HMDB0304311,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,C00085,38.2,0,M-H,C6H11O9P-2,1.676332483,1.01E-12,0.004849975,1.01E-12,0.51356998,1.01E-12,0.130093706,0.016199085,0.233767893,0.167870086,1.01E-12,1.01E-12,0.001091126,1.01E-12,1.01E-12,0.018076326,4.00E-05,0.000926724,1.01E-12,1.01E-12,0.109699045,1.01E-12,1.01E-12,0.014561541,1.01E-12,0.005168295,4.14E-05,1.01E-12,0.503401141,1.01E-12,1.01E-12,1.01E-12,1.01E-12,0.040293172,0.026009418,0.111712281,1.01E-12,0.03780826,7.10E-05,0.000287232,0.104212236,0.066180792,0.055124876,1.01E-12,0.048916866,0.089742942,0.047568349,0.011787175,0.021239409,0.007545995,0.014265073,1.303134298,0.464509292,0.76592579,0.425867076,0.247759302,0.420888445,0.585607839,0.684602034,1.022791913,0.916297617,3.373239499,1.262621776,0.172591459,0.863072451,0.175324862,0.120215276,0.10050747,0.41195117,0.251259274,0.146565533,0.536997959,0.877324019,0.420696246,0.228467158,1.01E-12,0.387185202,0.34910525,0.761567763,0.932720296,0.585960876,0.553939191,6.165418691,0.543478931,0.288336452,0.787407027,0.330449458,0.145919412,0.255764138,0.731256599,0.149158659,2.82525506,0.682035507,0.021594274,0.514378566,0.215871056,0.431538082,0.373596912,0.21805407,1.174712543,0.154364776,0.816280178,1.367823461,0.235384255,0.757622803,0.089110224,0.149106094,1.985481219,0.508656882,0.135924248,0.111322067,0.196599856,0.120710679,0.655533479,0.406223357,0.364382714,1.13328822,0.190112356,0.519665304,0.671796204,0.82578775,0.457321341,0.829292538,0.07437726,0.421951244,0.06321369,2.071661278,0.89029815,0.046589734,1.897605772,0.335289403,0.435866142,0.092859958,0.651035888,1.565120106,1.014268824,0.651603668,0.398359978,0.144087721,1.01E-12,1.249482489,0.985137359,0.330478654,1.501121809,1.418529612,0.150988435,0.295322265,0.581696237,0.26960296,2.346350392,0.509915453
1.21_367.0656m/z,367.0655865,1.20565,neg,"3,4-Dihydroxymandelic acid",HMDB0001866,Benzenoids,Phenols,Benzenediols,C05580,38.2,0.949,2M-H,C8H8O5,-4.031180677,4.856836942,67.71728967,7.560341897,0.001727607,5.543102918,8.383291048,25.29356991,17.18483961,4.359856931,8.233861355,1.01E-12,35.22832209,6.508374599,6.600810405,11.70134641,4.122603251,20.99521339,17.41568546,1.959353054,12.57841254,34.21787168,2.441318343,20.51586814,18.84704277,9.40786252,4.767165036,15.67527195,21.19756065,0.844663634,17.28930306,16.45456947,40.4405323,7.535799145,14.64074244,0.836854712,5.875550765,12.63128083,0.438259734,16.36013298,11.23381277,8.892862426,45.4512974,8.993547069,2.315845098,7.970461051,2.646704162,5.230771741,17.09954854,4.700766486,21.75862806,0.696678244,0.456992479,0.343438671,3.36393824,0.184540312,1.292948053,0.404886202,1.036049308,0.446617125,0.387346574,0.001301602,2.722805264,1.196669968,2.648310632,1.047664144,0.541838049,1.946258962,0.490482659,4.467897511,4.914543114,0.099029784,0.300997107,0.211707388,2.798368037,0.731311795,0.733303136,0.442243414,0.299073421,7.038241397,0.375593647,1.66000562,0.943053588,0.36279621,0.196741797,1.01E-12,1.378377051,0.973533518,1.610159193,0.43488469,0.891000924,0.109031307,0.624751082,1.30056022,1.703019395,0.736147347,0.323694065,0.288053099,0.936574802,0.440813163,0.429401512,0.787205443,1.045762082,0.043745562,2.064987654,0.267282327,0.015514336,0.099773384,0.654738148,0.353163374,0.688776406,1.607873488,0.826941933,2.738443471,0.233149907,0.636314923,0.468078655,1.24773124,1.01E-12,1.619342182,0.10691054,0.997196884,2.291837613,1.336556155,1.233224777,0.588933675,1.698560368,0.143168415,0.88866907,0.465660635,0.438306283,2.059306345,0.826991114,0.531994685,0.426541455,0.264966831,0.542215242,1.775368382,0.153634051,0.325708648,0.003476442,1.089292791,0.001290628,0.014260695,0.495384212,0.366038654,0.097783472,0.004902227,0.777529979,1.379750479,2.75367161
1.28_265.0094m/z,265.0093534,1.282816667,pos,beta-L-fucose 1-phosphate,HMDB0304542,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,C02985,38.2,0,M+Na,C6H11O8P-2,4.044181375,0.405465543,0.926088467,3.07044394,0.869070488,2.039723348,1.033965756,1.325743342,1.498453515,1.112780939,2.168071621,1.416562756,1.645057069,0.770895939,2.112987061,1.867659096,1.889295182,2.318213071,1.546667929,1.19267074,1.71851404,1.083725984,1.86634142,1.144552529,0.890833684,2.039892668,1.843080722,0.710793447,1.182634794,2.239003596,1.608387552,1.336099649,1.319937132,1.642727147,1.413010466,2.125693805,1.011530707,0.351825442,0.694284054,1.60574998,1.154995074,0.454002365,0.936661708,2.53392274,2.913275542,0.655091681,0.764870461,0.551932161,2.580098513,1.442251617,0.402539437,3.597878448,0.249863848,0.36342681,0.650250493,1.564741809,1.41528984,1.514519899,1.01E-12,1.252953317,1.787466937,1.01E-12,0.470439063,1.284518578,0.229532682,2.097651198,0.261069465,0.462491348,0.290584967,7.283922139,5.124142529,2.565848797,2.009383602,2.266888462,3.078546702,2.077054826,1.515485553,0.683521651,1.887240469,0.230799395,0.333576596,3.41022551,0.113036888,0.380703371,1.01E-12,1.01E-12,0.458080385,1.116205951,0.733274962,3.532892563,2.115669947,0.46649805,1.42006899,1.01E-12,2.519522165,2.524623634,0.366429906,3.520157505,0.423609094,2.526629701,0.82876487,1.91853348,0.224138593,2.355709834,0.45231609,0.732417335,0.855567514,1.746293225,2.284509297,0.732918234,1.286532899,1.968042831,0.719834362,0.618823611,2.093974792,0.464722591,1.648738479,3.747881018,1.479114857,1.082768696,1.334622971,1.305112775,3.432498587,1.213669875,0.119617072,1.661763349,1.01E-12,1.711765359,1.864610757,0.815484841,4.082607165,0.777370217,1.20009352,1.211692939,0.550771691,1.01E-12,1.498988364,0.102368737,0.13688104,0.121607188,0.802814664,2.023155417,1.097939334,1.588920509,1.133893312,1.01E-12,3.943511813,0.391131082,1.14406885,0.073301718,0.390286975
1.30_132.0659m/z,132.0658965,1.299816667,pos,4-Hydroxyproline,HMDB0000725,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",C01157,38.2,0,M+H,C5H9NO3,2.87583913,3.794817601,1.549227551,4.317035852,2.378378781,1.55564801,32.07303454,1.523233172,2.939012225,2.996442456,2.14821737,2.031740788,1.6861135,1.625041366,2.125968204,1.807713385,30.00692346,2.134014552,1.792701734,1.936758459,21.98099115,32.025643,1.391337007,2.824730013,1.95589337,4.729781167,4.696749808,1.387794247,2.329644776,2.548754662,2.443581886,2.400198785,2.446534983,10.30500264,29.64638579,2.746236298,29.10036882,1.08383007,1.963168979,1.552012898,2.594847749,26.45101167,40.26461542,3.243512993,30.1445066,24.568551,2.111128921,1.901091892,1.724591357,43.74927139,3.24545674,1.938056433,1.066454623,1.956638222,1.267879972,0.644990168,0.686883864,0.832249779,0.589403878,0.582211477,1.037783566,2.572045755,0.303275696,1.603391899,2.67995794,2.109985105,2.310841491,0.768604039,1.786949089,1.483756154,3.359136763,2.127408416,0.760266362,0.841916341,1.209738178,2.597654932,1.571630216,1.834279911,1.912063356,1.008992055,0.83304305,1.360654468,5.048038662,2.258386022,5.578289586,1.660253898,2.937905841,1.238087791,2.62732957,1.100596164,1.552567932,2.794605839,1.01077688,5.931623002,1.686703735,2.750877335,1.443400371,1.887754378,3.109648818,15.97822832,3.266856235,3.73595315,0.653327347,7.577643096,1.405833434,1.038435916,0.74754396,1.754475678,1.763692977,2.420466053,3.285907429,3.459946351,0.386625419,1.085821931,0.535566438,4.246482991,3.577477037,4.104364842,2.128396868,0.768603339,0.836842689,1.603359274,1.475690397,1.279115453,0.25345919,0.242252498,6.950236348,3.684407346,1.724763392,5.17336594,1.108064049,1.48438665,3.168190221,2.107111251,1.392471946,2.769197285,1.651410279,1.313294478,3.084890522,4.019700309,2.503596244,4.691841327,0.696861172,3.764444076,1.358287566,2.767545908,2.943891176,1.052001678,0.962744269,0.851403573,3.989719105
1.37_261.0536m/z,261.0536235,1.3683,neg,5-Fluorouridine,HMDB0060396,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Unclassified,C16633,38.2,1.23,M-H,C9H11FN2O6,2.997972507,1.383986545,2.41441899,1.953960988,3.01965321,2.989352171,3.905983754,2.804994661,3.96028238,3.152717336,3.224478659,1.01E-12,1.60053643,2.687852637,2.423446185,2.588706254,1.530459625,2.550108996,2.316571477,2.717457136,1.250599528,2.140110191,2.997215794,1.397805573,2.722349506,2.744108317,1.2396986,0.675501023,6.573841652,3.647596641,1.702971003,2.517570169,2.299290084,2.831092196,1.773594525,2.63710507,2.672719262,2.585682623,2.317243425,2.487378629,3.116101808,3.109108068,3.043989506,1.920412001,2.287285389,9.619729468,4.963613183,2.343395477,1.857720446,1.968615634,2.186157645,0.806707388,0.956259985,1.464526434,0.57649113,0.519184585,1.563604154,0.254718364,1.358034951,0.48544886,0.916224557,0.844162058,1.507609475,1.024125657,1.503306981,0.553883316,1.820710379,2.511697532,1.209739164,1.563143564,0.136203856,0.468052885,0.744481795,0.955629621,1.562415652,2.238600835,0.667210892,0.609190837,1.368567036,2.938441259,0.744478069,0.733363997,1.31408174,0.457907499,0.938463288,0.239728786,0.449893995,0.949079817,0.194254345,0.7875562,1.315191267,1.491093285,0.526730421,0.926332274,0.301961708,1.195823981,1.399704429,0.64110148,1.534957347,0.846574857,1.132574465,1.08788805,0.458484739,1.578953355,0.90885337,1.042543023,0.866566661,0.691711257,0.412134897,0.761272526,1.034171024,0.720387553,1.140741175,1.610032902,0.360037762,0.968041426,0.744076914,0.398857675,0.174011326,0.586631192,1.124104579,0.493523646,0.893598874,1.164976191,0.988883241,0.240057395,1.028050486,0.741970862,2.170697623,2.432575835,0.511876695,0.973173258,1.168877855,0.757077027,1.204903997,0.783962256,0.612519836,2.921343214,0.129442729,0.040600896,1.437144209,1.276736153,0.329556269,0.734003583,1.258830784,0.452113331,0.451808743,2.668203174,0.896074587,0.515940404,0.325672718
